,centroid,bandwidth,rolloff,zcr,flatness,spectral_contrast,chroma,loudness,rhythm_strength,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
10,1410.6753570050603,1512.9717892551366,2767.5082652561437,0.06298072271671827,0.0012475129,21.087885136940272,0.30396512,0.14286481,1.8907701,161.4990234375,-173.71587,137.14024,-23.767647,26.99174,-16.687662,4.214374,-12.582618,5.8545594,-2.8846726,-1.186681,-1.9771539,1.8001548,-3.0044112,-1.8699358,-0.7962682,-3.0132642,-0.43592554,-2.00181,-0.74663866,-5.001238,blues
11,1353.3291191849949,1757.3310045214198,2882.31590436339,0.04395891785990712,0.0032835575,20.797922503925605,0.36580706,0.065684564,1.4503832,161.4990234375,-287.92355,123.97104,5.4561224,33.684544,1.089201,14.704721,-4.898606,8.653276,0.78279763,6.5667357,-4.87944,-3.1806588,-5.5570035,-6.786621,-2.644233,-2.9824314,-3.3811383,-1.8614974,1.8359205,-4.8965116,blues
12,1361.100405948709,1567.600771502297,2739.791766187355,0.06912392064144737,0.00077189115,22.12709984510387,0.2693326,0.11902389,1.5192202,92.28515625,-207.20874,132.79709,-15.460706,60.99486,0.7102411,12.461279,1.1609277,-1.5278946,-17.901815,8.369234,-2.4538188,-0.59668875,0.3688164,2.6052277,-5.193015,-9.530149,-9.2374,-2.8406756,-1.4114445,-5.9310284,blues
13,1324.3317543042788,1827.3844642954116,2710.3669441152283,0.051417300575657895,0.0011934423,21.416026946253265,0.2647263,0.11318897,1.3769192,107.666015625,-209.7822,124.46592,10.285805,47.030174,6.4823856,15.417021,-2.010078,6.735787,-21.54862,10.7284975,-5.532432,-2.202038,-3.051727,8.64402,-0.3108456,-0.6361449,-2.935938,-1.706597,-1.7654228,-7.755964,blues
14,1172.2763006898927,1705.858376666551,2345.777482071159,0.045045834945820436,0.0004733231,21.617301759218904,0.32904086,0.06693625,1.3879123,151.99908088235293,-305.69858,113.04164,12.114901,45.039444,17.739239,14.59463,4.1571283,0.24009813,-7.013088,13.649843,8.923058,1.3016897,5.9521284,8.542282,1.1171257,0.5882188,0.060077444,-3.706519,-1.001884,-1.8044139,blues
15,1420.4114789057496,1730.9171014728947,2930.240614569224,0.0637176797116873,0.0011015895,21.364320960810666,0.27034655,0.080638945,1.4600526,99.38401442307692,-238.53304,120.08829,-4.2245555,42.310043,5.91633,13.914182,5.3575773,1.903709,-16.92988,12.33931,3.9409604,-1.390677,0.01479212,3.5804958,-4.5049934,-5.541951,-6.8830776,-4.8263903,1.7385828,-1.8840168,blues
16,1455.0424717867622,1825.9090253511245,3009.9651324859715,0.061350725014512386,0.0013030026,21.057215658616677,0.30829644,0.08141902,1.4060416,103.359375,-233.79489,120.66705,-3.167561,39.53927,3.8588552,18.839672,-3.6889172,4.4318447,-14.975374,17.571033,1.8447447,2.5386066,-1.2386857,8.4393635,-0.20983858,-3.9067852,-4.478641,-0.012232198,1.293265,-2.0874293,blues
17,1088.7781164059863,1410.8359525955855,2134.7537581027477,0.04832397083010836,0.00046110767,21.719440271194625,0.30223948,0.09325911,1.5879235,161.4990234375,-245.7541,140.48093,-2.771439,60.42012,18.9254,9.837099,3.566577,0.5361875,-16.36736,6.6298547,7.269149,-4.015731,1.6074536,5.898682,-3.0176077,-4.7748995,-3.0270703,-1.9985329,-0.05875895,-3.9718897,blues
18,1537.5609195096463,2054.224165665694,3495.4621967516446,0.056131935710139316,0.0014817393,21.71347423192118,0.2700793,0.07964064,1.2213365,83.35433467741936,-252.51877,104.93698,15.316828,42.67347,6.7626176,21.623577,-1.313277,5.6919336,-16.619516,12.161626,-1.96795,1.9697651,-0.8889585,7.771046,2.3869514,1.7799877,1.3449864,3.6371129,4.9108076,-2.6554039,blues
19,1195.413398088498,1480.9442636776544,2235.2114839819565,0.05887114817143963,0.00064221345,21.481304789833548,0.2573595,0.09763429,1.5633832,123.046875,-236.6889,138.40428,-4.923575,47.647713,5.152376,8.895284,0.48285636,-3.8016675,-14.974892,10.432587,-0.35396186,0.78834575,1.7829305,4.230211,-0.47101688,-6.105654,-5.387077,-1.3430606,-3.7227933,-4.3624997,blues
20,1389.9522839792385,1911.3143994084116,3005.7401580338137,0.05256015080785604,0.0016534856,20.069971291264192,0.30279943,0.07535405,1.3927286,135.99917763157896,-230.42657,127.100525,7.1453543,39.784317,1.9449425,17.40534,-5.639429,8.25213,-18.104385,13.842513,-3.760913,2.5718598,-4.3208055,6.8123913,-6.159839,-6.2154546,-4.5115924,-1.8506043,-0.5394864,1.504397,blues
21,1046.7275069736024,1480.579160988878,1831.1222607875386,0.04793735185274768,0.00039679947,22.150178309816607,0.3211421,0.101118095,1.4752905,99.38401442307692,-264.67847,138.85834,11.156024,48.538254,14.895924,20.584368,3.2051423,1.2625884,-15.847021,15.986576,3.3616717,-1.513741,1.8921548,6.3119216,-0.9948621,-2.4167242,-3.6847513,0.49939725,5.050747,-0.78670317,blues
22,1156.2023633789838,1497.7588839458667,2170.511875211639,0.05861340218653251,0.00042314277,22.285952456046708,0.306442,0.1134315,1.5298611,99.38401442307692,-233.85751,136.17209,3.2713182,48.931213,8.685134,13.97951,5.354868,0.39087018,-13.504575,16.856106,5.130938,-2.2318797,3.9640331,5.318362,0.8122657,-1.0979142,-4.539752,-2.434786,3.313449,-0.61427945,blues
23,1210.4571259435063,1498.05460931971,2522.5430798604393,0.052482675841718264,0.0005504415,21.828065776072563,0.28072092,0.101914905,1.4324831,95.703125,-227.26886,137.7307,-14.493466,63.555702,5.612641,11.98464,1.8855519,-1.8633763,-7.6205554,-2.4471743,-2.8867247,-9.429529,-10.923913,3.5625575,4.137706,0.0955438,-2.9725447,-1.3788753,7.541176,-3.037463,blues
24,1120.390980570654,1447.852625361356,2325.127606938129,0.047297899937113,0.00032283957,21.71705066119159,0.26310804,0.08696161,1.6101758,103.359375,-274.31186,130.41371,-6.3928003,70.405014,13.269141,9.461284,7.7256403,-1.2474906,-0.57758844,-2.3025885,3.783147,0.08482337,-0.93943614,2.2965147,4.2883782,-1.6618618,-10.444594,-6.7975335,-1.0660518,-1.5959948,blues
25,1109.7213787799803,1463.5390705223128,2243.744765715702,0.05172493288022446,0.00040111554,21.023261506515574,0.29098073,0.089179605,1.4705613,92.28515625,-249.2894,130.98703,0.6773901,66.68578,17.897806,4.6237364,6.5983076,1.24905,1.4163895,-1.579142,-0.962663,-3.5719957,-2.9279816,4.596818,7.478901,-0.18313693,-2.8253267,-2.6788445,0.7485471,-0.5342602,blues
26,1198.7544989943906,1573.0851135850262,2478.8266775408765,0.051987591911764705,0.00045706716,21.9573397813511,0.27866608,0.076938555,1.4346746,83.35433467741936,-284.69733,108.80518,9.088286,51.222736,18.09176,7.612258,8.779501,2.3628285,0.005785868,2.250967,4.2050986,-3.2933164,1.608298,2.665782,3.3244853,3.2600784,-4.5583105,0.47801885,5.929787,3.2283406,blues
27,1391.4439038360051,1494.85083386375,2811.1413347462753,0.07235897288602941,0.00045066347,23.021924581581754,0.28870454,0.09572528,1.3228462,95.703125,-228.25066,130.3444,-23.29129,70.1721,1.1422709,7.6024485,0.90993816,1.9782512,-6.167008,-9.396024,-2.5628407,-4.5228944,-0.26295036,0.17933404,-1.5074472,1.4652518,-6.9718475,-8.32218,4.2389526,0.98148614,blues
28,1115.5411951585727,1398.509383586492,2290.3194840847523,0.04802843217879257,0.00037233817,21.40187790477895,0.27601087,0.09958247,1.5144081,103.359375,-248.98674,139.0672,-16.2825,57.117985,20.192654,10.188038,4.5439763,0.33127934,-7.87795,-3.4479153,-2.646489,-2.8313825,-0.9021665,-2.4017205,2.5675032,-5.855444,-12.398049,-7.310066,-0.9439507,-2.6873753,blues
29,1649.2877535717137,2190.2218331964486,3761.610587388738,0.05292636174535604,0.0014898343,26.45613484306781,0.280554,0.124669306,1.5408299,129.19921875,-233.75082,101.178276,17.649765,23.733782,2.0820308,25.941927,-16.958853,15.098037,-22.278717,4.3951244,-23.207405,-6.0571737,-5.068858,1.0673932,-5.7853684,-8.311131,-11.389136,-6.7279487,-10.025587,-14.032895,blues
30,1378.96577702179,2003.5852166131267,3015.0567683642125,0.03937580120452786,0.0006995825,26.843508340504968,0.2631294,0.17003015,1.3661249,151.99908088235293,-206.96808,117.792984,23.23588,28.297827,-1.1239153,18.862036,-21.949682,17.849985,-25.585644,2.1299253,-17.794416,-8.015903,-17.607277,-8.139437,-8.648127,-15.528326,-15.317337,-9.66383,-10.0986805,-17.833735,blues
31,1331.036591235163,1973.6486463349372,2900.174129710478,0.04296723829334365,0.00058169436,27.927204308116266,0.2536384,0.1515323,1.3479307,151.99908088235293,-221.83113,110.83949,18.616821,30.920137,3.295923,22.587362,-20.416351,12.118737,-26.350498,-4.3674855,-26.413198,-13.045098,-12.654766,-1.8243437,-7.258695,-6.661085,-14.686605,-11.720062,-11.023767,-13.388401,blues
32,1309.6646972851775,1883.0626115425887,2765.658276442773,0.03939318583107585,0.0012313232,26.985884312341295,0.27626824,0.101156905,1.1745156,123.046875,-288.8077,105.89604,18.777039,23.710392,5.7118807,25.549088,-13.47376,12.428972,-11.942034,1.5714257,-15.635912,-6.6506157,-11.713253,-2.9383888,-7.3725805,-15.697483,-10.9741535,-10.8895445,-18.505476,-19.103352,blues
33,1430.5981943666895,2075.6524159896285,3246.7553673144835,0.04196988982681889,0.00080516946,27.161623355813937,0.26082012,0.13312429,1.374117,151.99908088235293,-239.03807,108.6572,34.15189,30.23917,-0.47574344,27.292637,-21.379398,14.150509,-24.510178,-1.8840464,-28.050291,-11.25665,-16.47693,-7.637185,-12.799122,-15.357241,-13.729804,-7.3977785,-10.089319,-13.29154,blues
34,1536.7310781310052,2157.0586117371317,3600.91989239672,0.04570040392801858,0.00089027896,26.879584652713362,0.2621187,0.13591798,1.5094657,129.19921875,-217.23868,105.792366,15.617069,25.256382,-1.4402744,30.18982,-17.71522,17.318172,-27.209526,4.339167,-20.059492,-10.695944,-14.220667,-5.1562176,-3.473266,-6.189413,-15.326928,-6.845921,-9.82767,-13.943093,blues
35,1507.1047290270292,2096.7176285148644,3405.4127412683824,0.045430186363196595,0.0009741905,26.88077359835287,0.28824988,0.17330876,1.3036361,129.19921875,-171.8102,120.280624,15.327537,21.09045,-5.4192967,24.189465,-24.138222,18.551981,-22.348904,1.3031777,-20.763931,-4.988852,-17.118925,-7.886534,-15.308929,-9.351313,-8.913866,-8.52509,-14.333635,-19.933723,blues
36,1247.4080157460999,1907.7056714812352,2621.5758143563758,0.03690378289473684,0.000449851,27.362695102078632,0.23319606,0.19774859,1.4616082,151.99908088235293,-200.19609,116.34013,18.00621,25.31356,0.29173443,24.192478,-22.255909,11.186425,-26.848732,-7.6384597,-24.889929,-12.015525,-17.017956,-8.120277,-11.956443,-12.609149,-14.181589,-8.206693,-15.028046,-10.327059,blues
37,1188.1011590036378,1682.7073902573404,2339.3941873367357,0.04816032858455882,0.00043417222,26.610892555904094,0.2486835,0.069129966,1.486868,123.046875,-328.68088,102.71113,19.895552,26.732681,7.151481,22.704802,-6.9743266,12.781992,-10.7257805,-0.4336611,-12.373165,-8.907054,-9.2401085,-9.106373,-9.001113,-7.6363463,-7.1891537,-9.366816,-4.469685,-3.6831248,blues
38,1513.5200524560828,2140.7028235625085,3449.8458059210525,0.044378038530379256,0.001083569,27.193348897922462,0.26589647,0.1680856,1.3940227,129.19921875,-192.69382,111.18816,21.37331,26.392143,-0.6483752,23.48088,-25.470797,16.924429,-16.979984,5.79015,-25.725245,-5.045352,-17.632244,-7.9208665,-15.150279,-12.345927,-17.235107,-7.7819333,-13.042012,-17.948872,blues
39,1151.3780295675617,1709.3165900085075,2312.5276831281444,0.03533878857875387,0.00077788444,26.364761164092155,0.25535825,0.08583747,1.177532,117.45383522727273,-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815573,-17.084373,-8.345809,-17.013063,-10.57562,-15.689096,-12.605565,-12.253903,-14.553244,-10.10251,-5.7855344,-7.775144,-7.1861963,blues
40,2272.5176194561577,2356.8453845327085,5108.277444278493,0.09765700585332818,0.0057467436,21.299273920012446,0.39779353,0.13483502,1.429668,117.45383522727273,-110.284325,90.705605,-2.528311,74.052734,-11.74677,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.952132,-8.032604,4.243276,-16.482641,6.545287,-5.693636,-3.6378522,-4.857603,1.8532673,blues
41,2390.7715761728705,2463.3748156248685,5403.758990875339,0.10228887504837461,0.0076119862,21.788941053319647,0.38709408,0.12912002,1.2484455,129.19921875,-107.18975,88.47057,-4.177788,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239792,12.076225,-4.583088,3.789716,-16.9937,11.624961,-7.362244,-3.657815,-7.1791234,1.9747294,blues
42,2302.0756482599586,2367.7204429843246,5188.535292303599,0.09786448759191177,0.0038952606,23.417019144742653,0.37768537,0.11095126,1.2092315,89.10290948275862,-159.56772,69.78482,-4.39188,76.85114,3.9159086,45.167534,-4.867353,32.200516,-9.796341,7.8125114,-21.826967,9.68244,-2.5915892,3.3045382,-14.970442,10.232262,-4.08953,-5.850758,-2.4700005,6.6611314,blues
43,2155.6312962076495,2372.2914029216404,5011.978026587896,0.08716538373161764,0.006468628,20.79564245043679,0.39904937,0.12724723,1.3089197,129.19921875,-109.195,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,4.917566,-15.442783,1.5376118,-6.739273,1.4151818,-3.9658139,3.2878773,blues
44,2279.2655430872524,2375.0847953606526,5198.476898854731,0.09257049088138544,0.005403539,21.73034372336614,0.39016002,0.136178,1.3241507,135.99917763157896,-109.53234,86.9265,-8.624988,64.4895,-6.306033,43.645817,-8.293102,28.546427,-14.08159,8.136634,-21.490425,11.086615,-5.0944667,3.9787703,-12.864775,12.342426,0.020586645,-0.73923934,-5.1304502,3.3071303,blues
45,1739.0461610043803,2290.4006080425074,4551.180812965606,0.048051863631965945,0.0016981729,21.931940376179618,0.4297208,0.14830446,1.2800528,129.19921875,-163.24313,89.78489,12.977457,80.69248,3.666775,39.74513,-5.4003787,26.49867,-13.163737,2.7070134,-20.552906,6.0071893,-2.908132,-0.4348351,-17.545372,4.154168,-5.9900985,-7.8620358,-8.565295,1.8571713,blues
46,1912.443629174893,2361.3904725330235,4776.687782689145,0.05842595056114551,0.003205259,21.4207896071714,0.38791004,0.1025371,1.2496381,123.046875,-182.66501,90.68653,14.118146,67.55459,2.6876104,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823078,-5.149289,0.19378836,-14.486603,6.864802,-4.4448314,-2.9868774,-4.8211694,5.399324,blues
47,2013.3644492249484,2310.2563468091753,4849.570675309597,0.07534497145897832,0.0031981077,22.393058830286602,0.33643755,0.11219596,1.0733408,151.99908088235293,-149.97588,93.640755,6.3362436,71.51115,-8.113178,36.21202,-9.784972,17.641598,-21.119005,-0.12590306,-22.20099,5.435663,-7.4677796,-4.332965,-12.409764,9.624794,-5.02424,-3.7063131,2.3359406,4.162244,blues
48,2148.749819545132,2204.3524128306144,4673.621739248742,0.09881232766544118,0.005731392,21.606794967667263,0.37941048,0.12392563,1.2431817,123.046875,-106.34815,102.64147,-20.172256,59.37521,-9.967277,33.70612,-14.182173,23.516733,-13.329083,16.026068,-18.923176,7.831765,-7.800382,4.050436,-11.348729,2.071761,-5.742274,0.46529678,-1.9167929,-3.1317534,blues
49,1318.6237038958982,1904.4078674642997,3046.8565760751258,0.03997292533378483,0.0010649329,22.55166958343033,0.27759212,0.08856345,1.1155994,123.046875,-255.97383,110.82752,21.460571,67.588135,4.2883115,43.11846,-4.508348,10.442597,-8.718592,1.6548901,-20.58779,-2.430674,-7.144061,-11.172763,-12.612457,2.7417226,-8.942421,-7.946157,-2.3538344,-0.71479535,blues
50,1945.6207937523286,2082.1764769704664,4175.766416378435,0.08580598152089783,0.0043359115,21.132981096997508,0.40090895,0.18233933,1.3924007,135.99917763157896,-83.00168,107.06744,-25.32368,57.122074,0.08129873,34.708904,-11.047215,20.53328,-11.220151,14.839782,-10.229966,12.542857,-9.772626,2.560521,-6.298749,3.0084887,-8.717001,-0.32524619,-2.9847348,0.714617,blues
51,1977.1089041738978,1927.4390139939492,3942.8761579672987,0.1066270952254257,0.0045994185,21.550471557337772,0.39371133,0.19665055,1.3068802,99.38401442307692,-55.59663,114.95122,-37.06935,64.90438,-7.164943,15.254702,-16.23533,18.643576,-9.752286,21.465387,-5.6520977,12.78424,-16.537031,3.797079,-7.8952417,8.47764,-4.067899,3.2060177,-5.1801424,-1.2800463,blues
52,1443.2688623562494,1670.2395753061137,3069.306440323868,0.06719384916795666,0.0020191234,22.662172832981458,0.3390607,0.098878264,1.3648511,151.99908088235293,-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883125,-2.382837,11.688009,1.545344,3.0493672,-7.628483,-8.961092,-4.351271,-0.06528471,-2.5532408,-3.436927,-3.8674521,1.3170226,blues
53,2171.15861919452,1954.1375650013156,4237.0993788397345,0.13280229598006965,0.0059420704,21.6556158852799,0.41249087,0.16826628,1.4454232,103.359375,-76.75777,105.77048,-43.208836,60.950108,-8.791272,21.246782,-12.877674,18.621216,-11.3991165,14.550057,-6.057422,12.74034,-9.374367,1.3606244,-3.6204464,7.0045776,-4.063001,-0.26885945,-3.7049413,-0.4966115,blues
54,2030.3725290586585,1987.0908589584053,4062.6921001233554,0.10338599615421827,0.0058610747,20.880166684391675,0.4528756,0.20081738,1.4019332,92.28515625,-58.0011,109.01412,-36.218388,64.04036,1.4301568,26.315119,-17.482681,20.431017,-9.543072,18.177134,-6.057144,13.878273,-11.2975645,4.668999,-6.410602,3.2177248,-8.079231,-1.7114851,-5.424766,-2.5814133,blues
55,2032.1200139179841,1976.2784101361817,4023.509003724845,0.11316673822078173,0.0047706896,21.231072542890566,0.43283752,0.15775262,1.3883146,135.99917763157896,-98.69757,104.80118,-35.10867,60.695045,-2.8393269,22.231003,-7.8374567,19.030722,-11.578803,17.021759,-5.3873515,12.199111,-9.960819,0.35878792,-4.2613454,6.1379223,-4.8302402,1.4995236,-1.494247,3.5056384,blues
56,1810.9603364938796,2052.043015230006,3927.2429191660217,0.07547951335139319,0.0035324413,23.36513552425321,0.39237875,0.13766219,1.2090085,161.4990234375,-145.42918,102.859566,-12.542131,56.96205,2.2472622,26.607046,-4.2670345,17.337631,-7.9970355,15.232127,-6.937477,7.4603834,-10.468326,-2.3522398,-6.7850842,2.668579,-4.7798715,-0.94475657,0.030942746,-2.0021632,blues
57,1886.7057062710828,1913.2319286046895,3828.0685188600523,0.08992387045278638,0.004042061,21.251939505792077,0.42432162,0.17587894,1.5027691,92.28515625,-92.76854,115.340775,-35.060043,57.853596,1.8453195,26.61206,-14.544862,22.132044,-8.207086,11.007707,-5.6440945,7.2728615,-10.202147,1.3271272,-4.106722,0.9749598,-6.550567,-0.68358755,-2.1250021,-1.5218053,blues
58,2068.3276533714225,2033.7527182977985,4231.51607926785,0.10437162889415634,0.0050398386,22.215744921852156,0.35666835,0.16195586,1.4016151,107.666015625,-95.45586,105.22938,-26.962673,60.836983,-4.847295,21.54521,-13.523774,12.135235,-20.232872,12.151344,-5.229753,10.264026,-9.45371,3.8617468,-10.19307,3.5859,-3.0982797,0.2006809,0.84103006,-3.4205225,blues
59,2235.9219731447633,2100.0368056831976,4390.048453977603,0.14228825524864552,0.005866373,21.90678357375873,0.40606847,0.16994148,1.4253905,107.666015625,-86.25098,91.9421,-23.4035,68.2495,-3.8901281,22.742178,-9.895618,16.891766,-11.393833,18.429016,-7.011849,10.766728,-11.93729,1.0025737,-5.922303,5.314186,-6.139845,1.9491451,-5.0979905,-0.6654878,blues
60,1946.5344119671565,1979.754673789649,3955.776079963235,0.09745368130804953,0.004134195,20.97001731346381,0.43093038,0.19614176,1.3481166,151.99908088235293,-67.805534,111.709366,-34.657307,61.34179,0.045181368,30.571093,-12.704326,21.166828,-13.13489,16.2878,-6.34327,12.295478,-12.4830065,1.6834177,-5.1477942,4.646902,-6.9180565,1.048274,-4.7390194,-0.6583496,blues
61,2503.9527962709553,2180.2832435907358,5077.135965920085,0.16758439858262383,0.005136724,22.27558299823046,0.45192987,0.14170721,1.336787,129.19921875,-82.485886,94.170334,-27.139204,75.66251,-27.52998,35.58903,-20.298962,25.121317,-15.379852,11.346787,-13.402289,8.153382,-8.504349,8.285464,-10.359799,-3.4602375,-5.226152,-2.5910997,-8.365251,-6.9781156,blues
62,2279.808617848328,2119.671733015617,4732.271384602361,0.11714895148026316,0.0031608848,23.605313150559862,0.3118191,0.10619286,1.4604185,112.34714673913044,-144.99365,95.74281,-21.61032,49.62971,-29.898346,29.358599,-18.849941,17.890139,-9.674273,5.5135674,-9.5545635,6.3690124,-21.091816,2.4598293,-9.537456,-1.4153433,-9.326942,5.140728,-8.113004,-2.4492147,blues
63,2839.2675723312796,2443.943480177907,5710.907133592541,0.15435583155959753,0.011034388,23.107807250352874,0.33039844,0.096282795,1.3271736,92.28515625,-129.11397,72.11977,-7.7658463,49.26091,-32.721973,21.608433,-27.37464,15.002842,-10.258776,12.437438,-17.034569,7.118173,-18.020405,2.9276602,-14.486263,4.0620627,-14.537421,7.2582917,-8.20802,-1.9981062,blues
64,2553.2225630393946,2280.079407065619,5148.04387048302,0.14685171971749225,0.010562673,22.13625647165181,0.33248457,0.11736054,1.2703137,151.99908088235293,-85.17353,88.81205,-16.331642,59.223236,-35.993603,14.391534,-22.306257,9.651897,-14.823916,11.181605,-14.808832,8.478196,-19.59089,6.4134293,-13.782541,6.1157637,-13.154796,3.934137,-7.6171,3.7527044,blues
65,2816.7459199101067,2372.1444394662954,5614.507716506628,0.14631846519446595,0.010027512,22.776329277078315,0.29269594,0.10030478,1.3104562,107.666015625,-118.37033,74.86732,-19.869467,46.947586,-32.569054,23.835136,-26.374111,17.692514,-13.826244,11.946739,-17.888779,7.555983,-22.900585,4.764417,-12.797208,5.6202664,-14.7387495,6.6824026,-9.169973,-2.2361934,blues
66,2340.3362112625477,2256.322435382956,4972.26993336397,0.1217751517753483,0.006869477,22.520711714095608,0.3748415,0.11046952,1.5086117,161.4990234375,-116.546364,97.444626,-13.895614,48.974857,-22.594566,27.76544,-20.240068,18.63935,-14.6516695,8.481434,-16.655897,11.001678,-13.869425,9.742047,-5.09433,2.6373723,-9.890765,6.1601152,-7.6891356,-4.851008,blues
67,2258.530501278417,2175.8838041701965,4755.35457835478,0.11276500217685759,0.0057531837,22.46971596395164,0.33793774,0.12903935,1.3784528,161.4990234375,-95.46325,101.38038,-20.697002,48.66807,-30.27181,20.812761,-18.313583,14.146869,-12.79889,13.444279,-14.078199,7.7326546,-19.232273,2.8622482,-9.8161745,6.9179144,-11.309342,8.943026,-2.960887,-0.9738657,blues
68,2513.74708137557,2345.239509261322,5247.468269277283,0.13514619715073528,0.00936534,22.32999661188381,0.2895239,0.103048086,1.3600086,161.4990234375,-113.19473,88.705864,-8.925187,49.48269,-34.573833,15.864126,-17.744791,14.71054,-11.202001,15.367768,-15.07657,8.7476635,-18.631788,5.4699717,-9.263917,8.01712,-9.552175,5.8719983,-4.401514,3.614706,blues
